address,brand,city,dealer,lat,lng,phone,province,tel
上海市宝山区江杨南路1381号,vico,上海市,上海中进众旺汽车销售服务有限公司,31.3389660000,121.4740300000,021-51051775,上海市,021-51050088
上海安亭国际汽车城核心贸易区步行街401号(4S),vico,上海市,上海腾众汽车销售服务有限公司,31.291009,121.175618,400-8200-410,上海市,400-8200-410
南京市雨花台区软件大道22号,vico,南京市,南京交家电车辆有限公司,31.988024,118.801495,025-84643577\84644399,江苏省,025-84647777
江苏省南京市江宁区东山街道临麒路33号(东麒路汽车园内),vico,南京市,南京景众汽车销售服务有限公司,31.9905843239,118.8818019563,025－66619199,江苏省,025-66617666 
江苏省南通市经济开发区星湖大道汽车城1号,vico,南通市,南通德立汽车销售服务有限公司,31.923112,120.989754,0513-89195889/0513-89028011,江苏省,0513-89195888
江苏省常州市武进汽车城D区5号,vico,常州市,常州德立汽车销售服务有限公司,31.7011585362,119.9731955615,0519-86552999/0519-86199557,江苏省,0519-86577888
江苏省扬州市邗江区荷叶东路国际汽车城内大众进口店,vico,扬州市,扬州新丰泰汽车有限责任公司,32.457277,119.394745,0514-82992555,江苏省,0514-87583888
无锡市惠山区江海西路1107号,vico,无锡市,无锡金阊众翔汽车销售服务有限公司,31.6282951668,120.2270897048,0510-80248700,江苏省,0510-68000000
江苏省无锡市滨湖区胡埭镇钱胡路1169号,vico,无锡市,无锡腾众汽车销售服务有限公司,31.567688193003,120.14690713979,0510-85102727,江苏省,400-110-2323
江苏省江阴市澄江街道绮山村(江阴国际汽车文化城内) ,vico,江阴市,江阴中进众旺汽车销售服务有限公司,31.89595,120.323234,0510-86980799,江苏省,0510-86980777   
江苏省泰州市经济开发区泰州大道 315号,vico,泰州市,泰州天恒达汽车贸易有限公司,32.409337123591,119.91451325853,0523-86197999,江苏省,0523-86196888
江苏省苏州市工业园区双圩路21号,vico,苏州市,苏州新丰泰汽车销售服务有限公司,31.345163792642,120.8184368189,0512-86669990,江苏省,0512-86669999
江苏省苏州市马运路208号,vico,苏州市,苏州市金阊众翔汽车销售服务有限公司,31.325277315678,120.56097400723,0512-65511998,江苏省,0521-88888000
江苏省镇江市新区丁卯开发区纬三路与武将路交叉口处,vico,镇江市,镇江德立汽车销售服务有限公司,32.185588,119.513376,0511-83810813,江苏省,0511-83363888
浙江省义乌市恒风汽车城大众进口4s店,vico,义乌市,义乌恒众汽车销售服务有限公司,29.370624,120.054155,0579-89905599,浙江省,0579-89905999
台州市路桥区路南街道方林苑东侧,vico,台州市,台州德业汽车有限公司,28.563322053014,121.40459368506,0576-82102222,浙江省,0576-82728888
浙江省省嘉兴市南溪东路亚太路口,vico,嘉兴市,嘉兴禾众睿德汽车销售服务有限公司,30.751886228741,120.83437045685,0573-83187222,浙江省,0573-82586999
浙江省省宁波市鄞州区下应北路628号,vico,宁波市,宁波中进众旺汽车销售服务有限公司,29.826130477114,121.60273430969,0574-28810099,浙江省,0574-28829999
浙江省省宁波市通达路368号(环城南路与通达路交叉口),vico,宁波市,宁波众通汽车有限公司,29.857411007373,121.51955523661,0574-27877733,浙江省,0574-27879999
浙江省杭州市拱墅区石祥路471-5号,vico,杭州市,浙江元通捷通汽车有限公司,30.336913,120.133455,0571-28021199,浙江省,0571-28060333
